Band,Song,Player,Technique,Difficulty,Score,ID_TRACK,POPULARITY,RELEASE_DATE,EXTERNAL_URLS,SEARCH_URL,AVAILABLE_MARKETS,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Singer,Bassist,Drummer,Pianist
Lamb Of God,Walk With Me In Hell,['MarkMorton'],"['Distortion Guitar', 'Mark Morton (Lead Guitar)']",Intermediate,4/8,6vjvewW34Y3UiGQtJokGlY,59,2006,https://open.spotify.com/album/1cikCss5SRQLrIAmpyHoVw,https://p.scdn.co/mp3-preview/2dc87b6b6b298c070625b6f86f3c24bcdce432c2?cid=f9d64942f5f74f3282916225d2f77630,nan,0.286,0.982,-3.828,0.131,3.39e-05,0.00675,0.309,0.118,110.629,311507,['RandyBlythe'],['ChrisAdler'],[],[]
Stevie Ray Vaughan,Pride And Joy,['Stevie Ray Vaughan'],['Overdriven Guitar'],Intermediate,4/8,1a2iF9XymafjRk56q7oCxo,66,1983,https://open.spotify.com/album/1AL5oXZRtTc8PyhcTwg4xQ,https://p.scdn.co/mp3-preview/2df2ffae5a5585e11ca9fadf2b8f6b043f917c35?cid=f9d64942f5f74f3282916225d2f77630,nan,0.427,0.626,-11.821,0.0385,0.0274,0.00395,0.106,0.743,126.877,219587,,,,
Death,Voice Of The Soul,['Lead 1  Chuck Schuldiner'],['Distortion Guitar'],Intermediate,4/8,69Yia3qCLw6N9U80WhLwLn,57,1998,https://open.spotify.com/album/0p6DxsQOhQ5qiBnUu9G1PB,https://p.scdn.co/mp3-preview/84d39ab06f7785bb9805353f218e1cfaeb766fc3?cid=f9d64942f5f74f3282916225d2f77630,nan,0.158,0.572,-6.293,0.0346,0.000926,0.893,0.144,0.347,79.176,223933,,,,
Jeff Buckley,Hallelujah,,['Acoustic Guitar (nylon)'],Beginner,2/8,3pRaLNL3b8x5uBOcsgvdqM,70,1994,https://open.spotify.com/album/7yQtjAjhtNi76KRu05XWFS,https://p.scdn.co/mp3-preview/62ab8b1203375010c27f46acd46b7d7799fca903?cid=f9d64942f5f74f3282916225d2f77630,nan,0.324,0.136,-10.33,0.0318,0.931,0.00117,0.176,0.0831,97.256,413827,,,,
Skillet,Monster,['Ben Kasica'],['Distortion Guitar'],Beginner,1/8,2UREu1Y8CO4jXkbvqAtP7g,76,2009,https://open.spotify.com/album/0RySAmM6oDPGSE03X3dzi1,https://p.scdn.co/mp3-preview/11fb884b5dccbd6e31a57ace3fd8ada84e2d644f?cid=f9d64942f5f74f3282916225d2f77630,nan,0.64,0.957,-2.336,0.0741,0.0431,0.0,0.0789,0.692,134.992,178013,['JohnCooper'],"['JenLedger', 'LoriPeters']",[],[]
Lil Peep,Star Shopping,,['Acoustic Guitar (steel)'],Intermediate,3/8,30bqVoKjX479ab90a8Pafp,83,2015,https://open.spotify.com/album/1dEpGPZONvmwYlE2jDOWOM,https://p.scdn.co/mp3-preview/623262a1e88749009740edf25b453891a2118775?cid=f9d64942f5f74f3282916225d2f77630,nan,0.585,0.471,-9.934,0.0616,0.0967,0.0184,0.115,0.323,93.099,142000,,,,
Van Halen,Hot For Teacher,['Eddie Van Halen'],['Distortion Guitar'],Intermediate,5/8,6QDbGdbJ57Mtkflsg42WV5,68,1984,https://open.spotify.com/album/3REUXdj5OPKhuDTrTtCBU0,https://p.scdn.co/mp3-preview/345c3b0d0f4d5df5395312e91d73538c9f0d4adf?cid=f9d64942f5f74f3282916225d2f77630,nan,0.552,0.947,-4.671,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747,"['DavidLeeRoth', 'SammyHagar', 'GaryCherone']",['MichaelAnthony'],['AlexVanHalen'],[]
Aerosmith,Walk This Way,"['JoePerry', 'BradWhitford']","['Overdriven Guitar', 'Rhythm Guitar 1']",Intermediate,3/8,5SZ6zX4rOrEQferfFC2MfP,75,1975,https://open.spotify.com/album/36IxIOGEBAXVozDSiVs09B,https://p.scdn.co/mp3-preview/6b4105d4283c08d56aee6101e8974c7375cf0d97?cid=f9d64942f5f74f3282916225d2f77630,nan,0.653,0.73,-10.613,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,['StevenTyler'],['TomHamilton'],['JoeyKramer'],[]
Tool,The Pot,['AdamJones'],"['Distortion Guitar', 'Guitar 1 w/ delay']",Intermediate,3/8,1lATXTBJDHwawvT1UfxWu3,68,2006,https://open.spotify.com/album/1fvWYcbjuycyHpzNPH1Vfk,https://p.scdn.co/mp3-preview/15250fe3bc205a94cb940cb10bf28e7dd7e8ae5c?cid=f9d64942f5f74f3282916225d2f77630,nan,0.469,0.79,-6.889,0.0391,0.000148,0.372,0.282,0.466,107.45,381947,['MaynardJamesKeenan'],['JustinChancellor'],['DannyCarey'],[]
Eric Clapton,Layla,['Eric Clapton'],['Acoustic Guitar (steel)'],Beginner,2/8,3BEZCNZSmVv30vsMNSOCri,69,1992,https://open.spotify.com/album/3ebyEGol0Abc7VAxYf7vEg,https://p.scdn.co/mp3-preview/68b6cd6c54e13e5b959f32e7952437b4680f377d?cid=f9d64942f5f74f3282916225d2f77630,nan,0.558,0.524,-11.626,0.0459,0.321,0.000952,0.94,0.636,93.654,289027,,,,
Jason Becker,Altitudes,['Jason Becker'],['Distortion Guitar'],Advanced,8/8,0AaRMLPJQYTSzSBDOjoaDL,42,1988,https://open.spotify.com/album/1kQCBlHH7TeIYNqTspaRjK,https://p.scdn.co/mp3-preview/0d0384d013213b150dace43b67c39de266214055?cid=f9d64942f5f74f3282916225d2f77630,nan,0.198,0.687,-13.29,0.0467,0.0349,0.893,0.154,0.299,113.241,339573,,,,
Lamb Of God,Laid To Rest,['Willie Adler'],['Distortion Guitar'],Intermediate,5/8,1yc53HK08sDab7PDFgnLWk,65,2004,https://open.spotify.com/album/3ffdUrEvCQJX6mn2ZTq93m,https://p.scdn.co/mp3-preview/fabe6f10c4921f578ff58016ae67fc6c3e1bf620?cid=f9d64942f5f74f3282916225d2f77630,nan,0.366,0.956,-3.725,0.108,0.000293,0.00447,0.449,0.159,104.016,230127,['RandyBlythe'],['ChrisAdler'],[],[]
Iron Maiden,The Trooper,['Dave Murray'],['Distortion Guitar'],Intermediate,4/8,1Ab3hhOw1TJWDgO10vlxNZ,64,1983,https://open.spotify.com/album/6iVSpex7UohpwPOYZEYmvm,https://p.scdn.co/mp3-preview/a373cf851d1635e2cc904d7b83a2dc9eb80dc00e?cid=f9d64942f5f74f3282916225d2f77630,nan,0.285,0.908,-4.601,0.0705,0.0318,0.00909,0.311,0.669,159.756,252733,"['BruceDickinson', 'BayleyCooke']",['SteveHarris'],['NickoMcBrain'],[]
Death,Symbolic,['Chuck Schuldiner'],['Distortion Guitar'],Intermediate,3/8,0dpFb4qv92TE9R00Lq4SAW,52,1995,https://open.spotify.com/album/1QgFthItpbxvMXlgGjvhBR,https://p.scdn.co/mp3-preview/67e639abfa46d6ef573f4e4ae6197b1b3d050596?cid=f9d64942f5f74f3282916225d2f77630,nan,0.364,0.982,-7.034,0.195,6.65e-05,0.0124,0.163,0.127,113.772,392800,,,,
Lamb Of God,Redneck,['Mark Morton'],['Distortion Guitar'],Intermediate,4/8,04EtBLFIxbcVt9NdYgcrpF,63,2006,https://open.spotify.com/album/1cikCss5SRQLrIAmpyHoVw,https://p.scdn.co/mp3-preview/f90badfbc6a1a4046f83a3733ba5a6c30c48b740?cid=f9d64942f5f74f3282916225d2f77630,nan,0.512,0.996,-2.1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,220880,['RandyBlythe'],['ChrisAdler'],[],[]
Mountain,Mississippi Queen,['Gtr 2'],['Distortion Guitar'],Intermediate,3/8,4vO9dmzNRqDhFY3jD1a3P7,70,1970,https://open.spotify.com/album/2tWvZmP9EVRYqmWyJPLzjP,https://p.scdn.co/mp3-preview/ff3c26b62c12b211b4611798c0588e69f3df0136?cid=f9d64942f5f74f3282916225d2f77630,nan,0.581,0.624,-8.346,0.0777,0.0987,0.0,0.0411,0.637,139.714,151293,,,,
Simon And Garfunkel,Sound Of Silence,,['Acoustic Guitar (steel)'],Beginner,2/8,5y788ya4NvwhBznoDIcXwK,72,1964,https://open.spotify.com/album/5pnJrocLlZ3FWEbcr2PTz0,https://p.scdn.co/mp3-preview/c7a4905c875f13929fadb958cd9043cfd99270c6?cid=f9d64942f5f74f3282916225d2f77630,nan,0.525,0.216,-13.551,0.0301,0.837,0.0,0.107,0.328,106.761,185413,,,,
Ozzy Osbourne,Mr. Crowley,['Randy Rhoads'],['Distortion Guitar'],Intermediate,5/8,2ov8L95QD25TLpZAZPYWXL,65,2020,https://open.spotify.com/album/4qUMByJ3Pk94BFnCmGaUPS,https://p.scdn.co/mp3-preview/28d0d358d7898d23f893603e15628774f81544af?cid=f9d64942f5f74f3282916225d2f77630,nan,0.307,0.748,-6.514,0.0568,0.212,0.000153,0.368,0.347,108.227,302648,,,,
Metallica,All Nightmare Long,['James Hetfield'],['Distortion Guitar'],Intermediate,4/8,5w3TTTAo6DIEjQYO3vKZq0,54,2008,https://open.spotify.com/album/0lf5ceMub7KQhLfGxCdM06,https://p.scdn.co/mp3-preview/14641504b907a72c78b58fb62e32e4dd79971783?cid=f9d64942f5f74f3282916225d2f77630,nan,0.271,0.985,-0.805,0.123,0.000568,0.00112,0.0809,0.354,182.981,477013,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[]
Iron Maiden,Hallowed Be Thy Name,['Dave Murray'],['Distortion Guitar'],Intermediate,3/8,5KOHd90fkcnS37GkBUjsdW,57,1982,https://open.spotify.com/album/33d72N71hl9bXwT4zAcqUy,https://p.scdn.co/mp3-preview/cb55675dd6cbd1bbb2387ce40622fa1a49675277?cid=f9d64942f5f74f3282916225d2f77630,nan,0.313,0.882,-6.215,0.0355,0.0346,0.338,0.45,0.3,103.981,431093,"['BruceDickinson', 'BayleyCooke']",['SteveHarris'],['NickoMcBrain'],[]
Metallica,Blackened,['James Hetfield'],['Distortion Guitar'],Intermediate,4/8,0M1pfDTZGWC7cBuEx3FwwT,58,1988,https://open.spotify.com/album/4Cn4T0onWhfJZwWVzU5a2t,https://p.scdn.co/mp3-preview/85a1809816b0ec3f4ab5e4367ece2c424e250666?cid=f9d64942f5f74f3282916225d2f77630,nan,0.435,0.853,-7.341,0.124,5.31e-05,0.00746,0.13,0.475,129.218,402144,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[]
Francisco Tarrega,Lágrima,,"['Acoustic Guitar (nylon)', 'Guitare']",Beginner,2/8,1aMeBqrCnPf1CzRXlKyNFs,50,1970,https://open.spotify.com/album/0qPOwxdotqb7ODOOzhn5y3,https://p.scdn.co/mp3-preview/fba3d69ce56e8ac963764f657f939ed395086170?cid=f9d64942f5f74f3282916225d2f77630,nan,0.49,0.0211,-27.365,0.0586,0.991,0.923,0.1,0.468,65.339,123427,,,,
Spanish Song,Spanish Romance,,['Acoustic Guitar (nylon)'],Beginner,2/8,2Ml3lBQep2tc3Vy68V7hTj,5,2009,https://open.spotify.com/album/5aWBydV8eGQXii5G9hqNcD,https://p.scdn.co/mp3-preview/d23697e9ad85e446de07c1e7c57e732f85d72ae5?cid=f9d64942f5f74f3282916225d2f77630,nan,0.552,0.248,-16.022,0.0317,0.869,0.776,0.117,0.293,145.502,450693,,,,
Metallica,Fade To Black,['James Hetfield'],"['Acoustic Guitar', 'Acoustic Guitar (steel)']",Intermediate,3/8,0dqGfCMAGyDgpUAgLNOjWd,65,1984,https://open.spotify.com/album/2omIeSJEGQeKHPOpiXgfkr,https://p.scdn.co/mp3-preview/a705311759e22690e8638b4076135aba9c64004e?cid=f9d64942f5f74f3282916225d2f77630,nan,0.256,0.929,-6.667,0.113,0.00311,0.201,0.11,0.278,113.47,417227,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[]
Opeth,Ghost Of Perdition,['M. Akerfeldt'],['Distortion Guitar'],Intermediate,4/8,0ppdt8zRZOHIKh4ZDB0Zp9,51,2005,https://open.spotify.com/album/74QPd1WqK8kTsVNtHdBzJ8,https://p.scdn.co/mp3-preview/9f56917d02d822ec84572902014ec31019769b7c?cid=f9d64942f5f74f3282916225d2f77630,nan,0.292,0.818,-6.227,0.0413,0.000697,0.00192,0.0544,0.19,93.924,629480,,,,
Led Zeppelin,Rock And Roll,['Jimmy Page'],"['Lead Guitar', 'Distortion Guitar']",Intermediate,3/8,4PRGxHpCpF2yoOHYKQIEwD,70,1971,https://open.spotify.com/album/44Ig8dzqOkvkGDzaUof9lK,https://p.scdn.co/mp3-preview/6ce49759af47a1eb104e05dac1938d79ddb15ebd?cid=f9d64942f5f74f3282916225d2f77630,nan,0.317,0.887,-7.292,0.0375,0.000582,0.00258,0.0891,0.871,169.613,220561,['RobertPlant'],['JohnPaulJones'],['JohnBonham(1948-1980)'],[]
Jimi Hendrix,All Along The Watchtower,,"['Overdriven Guitar', 'Guitar I']",Intermediate,5/8,2aoo2jlRnM3A0NyLQqMN2f,76,1968,https://open.spotify.com/album/5z090LQztiqh13wYspQvKQ,https://p.scdn.co/mp3-preview/e1bfb6b98c39f913b9af531477b25effdff9f22d?cid=f9d64942f5f74f3282916225d2f77630,nan,0.438,0.805,-6.237,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,,,,
Pearl Jam,Yellow Ledbetter,['Mike McCREADY'],['Electric Guitar (clean)'],Intermediate,4/8,3bE5slaVEfaDreqARl6k4M,70,1991,https://open.spotify.com/album/1WJ3UbOi2QYGuRgXCc9FIV,https://p.scdn.co/mp3-preview/223882477bdc40b59adba30534bd4db47441cccd?cid=f9d64942f5f74f3282916225d2f77630,nan,0.504,0.354,-11.3,0.0339,0.29,4.71e-06,0.157,0.292,140.87,303587,['EddieVedder'],['JeffAment'],"['MattCameron', 'DaveAbbruzzese']",[]
Dream Theater,Another Day,['John Petrucci'],['Distortion Guitar'],Intermediate,5/8,69kZsoRrSf7GBTSdJ4BjqA,55,1992,https://open.spotify.com/album/2QgGoL5VSQhPHudTObS7zK,https://p.scdn.co/mp3-preview/452190ec71337a02c329db8d56f871fb6f525739?cid=f9d64942f5f74f3282916225d2f77630,nan,0.454,0.614,-10.41,0.0302,0.00223,1.16e-05,0.0936,0.343,140.56,263120,['JamesLabrie'],['JohnMyung'],"['MikePortnoy', 'MikeMangini']",['JordanRudess']
Radiohead,Paranoid Android,"['JonnyGreenwood', ""EdO'brien""]","['Acoustic Guitar (steel)', 'Guitar 1']",Beginner,2/8,6LgJvl0Xdtc73RJ1mmpotq,69,1997,https://open.spotify.com/album/6dVIqQ8qmQ5GBnJ9shOYGE,https://p.scdn.co/mp3-preview/bc0b063312d2c8a4793a1e471ff01504f3a4dc81?cid=f9d64942f5f74f3282916225d2f77630,nan,0.251,0.848,-6.501,0.0579,0.0377,0.00591,0.0545,0.207,163.709,387213,['ThomYorke'],['ColinGreenwood'],['PhilSelway'],[]
Tenacious D,The Metal,['Guitar  [Distorted'],['Distortion Guitar'],Intermediate,3/8,3pYKJaLiixRcDFfcNhxZKK,61,2006,https://open.spotify.com/album/3tYcwViLCWsT1ssa5p7V7A,https://p.scdn.co/mp3-preview/ddc02e05e6f2dfdb28eea269fb08499254f94ca1?cid=f9d64942f5f74f3282916225d2f77630,nan,0.623,0.938,-4.161,0.123,0.00296,0.000852,0.48,0.308,112.022,165960,['JackBlack'],[],[],[]
System of a Down,Aerials,['Daron Malakian'],['Electric Guitar (clean)'],Intermediate,3/8,4e9eGQYsOiBcftrWXwsVco,76,2001,https://open.spotify.com/album/6jWde94ln40epKIQCd8XUh,https://p.scdn.co/mp3-preview/7b80f6c45863451d76d13d453e2db17e8a58d4d7?cid=f9d64942f5f74f3282916225d2f77630,nan,0.364,0.922,-4.217,0.0567,0.000915,0.0346,0.0697,0.227,79.342,235053,,,,
Stevie Ray Vaughan,Little Wing,['Overdub'],['Electric Guitar (jazz)'],Intermediate,5/8,5XNpdKmlLJPUbwKQceX2tW,61,1984,https://open.spotify.com/album/5vxBOzakDbJleNA1rbA7FQ,https://p.scdn.co/mp3-preview/6ab4a2d429dd97ff0597a99b8c12c53ea145afd4?cid=f9d64942f5f74f3282916225d2f77630,nan,0.475,0.383,-14.202,0.0375,0.362,0.749,0.0728,0.524,114.709,408480,,,,
Judas Priest,Painkiller,['Glenn Tipton'],['Distortion Guitar'],Intermediate,5/8,0L7zm6afBEtrNKo6C6Gj08,67,1990,https://open.spotify.com/album/7LgrhuKnAXpNEv8qzcVd2t,https://p.scdn.co/mp3-preview/8300d443f522eecdbfbc3a589c34a8d731e2f3a2?cid=f9d64942f5f74f3282916225d2f77630,nan,0.435,0.987,-4.667,0.16,0.000195,0.0847,0.268,0.101,103.16,365827,['RobHalford'],['IanHill'],"['ScottTravis', 'SimonPhillips', 'DaveHolland(1946-2018)', 'LesBinks']",[]
Metallica,The Day That Never Comes,['James Hetfield'],['Electric Guitar (clean)'],Beginner,2/8,2gqzkEF88vMclfRZEIOnQO,58,2008,https://open.spotify.com/album/0lf5ceMub7KQhLfGxCdM06,https://p.scdn.co/mp3-preview/e18c1664170f632be4840460c902893b950dd5d1?cid=f9d64942f5f74f3282916225d2f77630,nan,0.334,0.986,-1.046,0.0576,0.000114,0.0353,0.0805,0.48,124.668,476267,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[]
Metallica,Fuel,['KirkHammett'],"['Distortion Guitar', 'James Hetfield (Guitar)']",Intermediate,3/8,1tTPC0hsnXq1IGpvWY54JC,65,1997,https://open.spotify.com/album/7KDqRmr937ylvGilPGWxfD,https://p.scdn.co/mp3-preview/672c7128b8d9d495f2994a87bb46269338e11495?cid=f9d64942f5f74f3282916225d2f77630,nan,0.491,0.951,-3.775,0.0465,2.3e-05,0.00354,0.0424,0.555,106.948,269733,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[]
Yngwie Malmsteen,Arpeggios From Hell,,['Distortion Guitar'],Advanced,6/8,1QahEMjwzaOZ1AL3BH6yyJ,38,2010,https://open.spotify.com/album/5hzytntWcAnYxLPuRrtg9h,https://p.scdn.co/mp3-preview/b4d1e3ac7d0a5a3a5af28a8840c1c9f8c9da4e3d?cid=f9d64942f5f74f3282916225d2f77630,nan,0.442,0.908,-6.019,0.0731,0.00225,0.97,0.116,0.352,93.992,138280,,,,
Alice Cooper,Poison,"['BobKulick(1950-2020)', 'AlPitrelli', 'GlenBuxton(1947-1997)', 'MichaelBruce']","['Distortion Guitar', 'Lead guitar']",Beginner,2/8,5XcZRgJv3zMhTqCyESjQrF,73,1989,https://open.spotify.com/album/033cvSPAuSU5ArRfIgQSDU,https://p.scdn.co/mp3-preview/2bb00531c30fc16a7105e7c88a77e0b904fb9f65?cid=f9d64942f5f74f3282916225d2f77630,nan,0.28,0.908,-5.509,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080,['AliceCooper'],['DennisDunaway'],['NealSmith'],[]
Dream Theater,Metropolis Part 1 The Miracle And The Sleeper,['John Petrucci'],"['Guitar 1', 'Distortion Guitar']",Intermediate,4/8,29JIxmf8iz0jobiAibLj4g,9,2006,https://open.spotify.com/album/4ZS20hxmwWsL7SxeknGRZx,https://p.scdn.co/mp3-preview/7077e2de4eb369481f12bfba800af125e7afbf98?cid=f9d64942f5f74f3282916225d2f77630,nan,0.247,0.964,-5.127,0.148,0.000828,0.00138,0.951,0.122,99.34,639293,['JamesLabrie'],['JohnMyung'],"['MikePortnoy', 'MikeMangini']",['JordanRudess']
Metallica,The Shortest Straw,['James Hetfield'],['Distortion Guitar'],Intermediate,3/8,2Rn5VhDVELkuB4BjZEVJKr,53,1988,https://open.spotify.com/album/2XbWaerVk9fjhEiGSrd6TF,https://p.scdn.co/mp3-preview/dad8e8acb096b3a98791811f46ecdf12c87c9e7b?cid=f9d64942f5f74f3282916225d2f77630,nan,0.432,0.906,-7.958,0.108,8.87e-05,0.0448,0.156,0.592,142.767,395102,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[]
Journey,Don't Stop Believin',['NealSchon'],"['Distortion Guitar 1', 'Guitar (Neal Schon)']",Intermediate,4/8,4bHsxqR3GMrXTxEPLuK5ue,82,1981,https://open.spotify.com/album/43wpzak9OmQfrjyksuGwp0,https://p.scdn.co/mp3-preview/ba6721ffafb5ae83a832eb522424289097bda288?cid=f9d64942f5f74f3282916225d2f77630,nan,0.5,0.748,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852,250987,"['StevePerry', 'ArnelPineda', 'JonathanCain']",['RossValory'],['SteveSmith'],[]
Slipknot,Duality,['Mick Thomson'],['Distortion Guitar'],Intermediate,3/8,61mWefnWQOLf90gepjOCb3,79,2004,https://open.spotify.com/album/4ZDBQSIDIZRUBOG2OHcN3T,https://p.scdn.co/mp3-preview/e1c35ac74349cc2f407c78e6ba46f5cdb60aa618?cid=f9d64942f5f74f3282916225d2f77630,nan,0.354,0.982,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,['SidWilson'],"['JimRoot', 'MickThomson']","['PaulGray(1972-2010)', 'AlessandroVenturella']","['JoeyJordison(1975-2021)', 'JayWeinberg', 'ShawnCrahan', 'ChrisFehn']"
Muse,Plug In Baby,['ChristopherWolstenholme'],"['Distortion Guitar', 'Chris Wolstenholme (Guitar)']",Intermediate,3/8,429MqIq5nGH32feyRZHunv,52,2001,https://open.spotify.com/album/1AP6uGYHdakRgwuWQsP5pK,https://p.scdn.co/mp3-preview/72c7346f7d53a7a5a57afe4171547791800222f2?cid=f9d64942f5f74f3282916225d2f77630,nan,0.408,0.965,-4.232,0.05,6.94e-06,0.000402,0.11,0.349,136.018,218000,['MatthewBellamy'],['DominicHoward'],[],[]
Scorpions,Still Loving You,['Rhythm'],['Distortion Guitar'],Intermediate,3/8,0RdUX4WE0fO30VnlUbDVL6,73,2011,https://open.spotify.com/album/4vQ96yyyYbaeTQujH3iTtd,https://p.scdn.co/mp3-preview/313a79975e61f21532b7647b5b09185bd20ee2b1?cid=f9d64942f5f74f3282916225d2f77630,nan,0.282,0.605,-4.916,0.0294,0.0047,0.00144,0.103,0.0783,103.929,403453,['KlausMeine'],['PawelMaciwoda'],['MikkeyDee'],[]
Buckethead,Soothsayer,,"['Distortion Guitar', 'Lead Guitar']",Intermediate,5/8,5VBwLOZDyDWInNYIUniuZG,53,2009,https://open.spotify.com/album/0Rw0SfgpXWwQEyA7zf2Ta0,https://p.scdn.co/mp3-preview/ff60cedaae957888da82d3501ee2d05c59bb412f?cid=f9d64942f5f74f3282916225d2f77630,nan,0.23,0.766,-3.849,0.0398,0.000424,0.838,0.159,0.227,151.106,544800,,,,
Steve Vai,For The Love of God,['Steve Vai'],"['Lead Guitar', 'Distortion Guitar']",Intermediate,5/8,5m5I3KcV83zf2p2qbsnr3y,53,1990,https://open.spotify.com/album/1fyrOcra2DI3quvnzAEQ45,https://p.scdn.co/mp3-preview/f19c77033ae27fe1928132be8ef81768969c44dd?cid=f9d64942f5f74f3282916225d2f77630,nan,0.152,0.842,-5.783,0.0418,0.00347,0.912,0.115,0.283,95.49,363333,,,,
Cannibal Corpse,Hammer Smashed Face,,"['Distortion Guitar 1', 'Electric Guitar']",Intermediate,4/8,4pFC6tuWErxbO61oFFq3BQ,57,1992,https://open.spotify.com/album/2yPAe2RJCfrfV97c8FKKjb,https://p.scdn.co/mp3-preview/859ca3fabd52a64d8da1278d1dd8ab9924fe3ac3?cid=f9d64942f5f74f3282916225d2f77630,nan,0.357,0.98,-6.835,0.079,5.22e-05,0.843,0.0768,0.368,96.969,242760,,,,
Joan Jett,I Love Rock N' Roll,,"['Overdriven Guitar', 'Guitar 2']",Intermediate,3/8,2Cdvbe2G4hZsnhNMKyGrie,77,1981,https://open.spotify.com/album/555qwe1qUgLdee80TZ2CQt,https://p.scdn.co/mp3-preview/74b95c0214387ed6d0b011902179b6ec10558623?cid=f9d64942f5f74f3282916225d2f77630,nan,0.535,0.716,-5.025,0.0431,0.326,0.0,0.659,0.901,94.379,175173,,,,
Sungha Jung, Sparkle,['к«иб 1'],['Acoustic Guitar (steel)'],Intermediate,5/8,7ypBXKkViVXwQZcrAfJjeG,26,2019,https://open.spotify.com/album/6j4FVMUK28erxBKhML6yBA,https://p.scdn.co/mp3-preview/051adbe2fc97e0a64bb622a82953de58969e8cbe?cid=f9d64942f5f74f3282916225d2f77630,nan,0.222,0.216,-15.338,0.0449,0.868,0.769,0.122,0.0654,181.143,347768,,,,
Pixies,Where Is My Mind,['JoeySantiago'],"['Distortion Guitar', 'Joey Santiago (Right Guitar)']",Beginner,2/8,7wCmS9TTVUcIhRalDYFgPy,78,1988,https://open.spotify.com/album/50j4Wm1b9hLpSpPIA39Vp9,https://p.scdn.co/mp3-preview/834c3028bb045caaed9f971351f8a6e2adc86f8d?cid=f9d64942f5f74f3282916225d2f77630,nan,0.519,0.441,-14.178,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973,"['BlackFrancis', 'KimShattuck(1963-2019)']","['KimDeal', 'PazLenchantin']",[],[]
Dream Theater,Pull Me Under,['John Petrucci'],"['Guitar 1', 'Distortion Guitar']",Intermediate,4/8,5CPXR6lDTvngxtmMZxnWmC,62,1992,https://open.spotify.com/album/2QgGoL5VSQhPHudTObS7zK,https://p.scdn.co/mp3-preview/2a5f25ffd7217b179c3fb6be01b6bc2282d9449b?cid=f9d64942f5f74f3282916225d2f77630,nan,0.532,0.941,-9.025,0.0465,0.000579,0.0527,0.15,0.278,102.198,493933,['JamesLabrie'],['JohnMyung'],"['MikePortnoy', 'MikeMangini']",['JordanRudess']
Metallica,Jump In The Fire,['Kirk Hammett'],['Distortion Guitar'],Intermediate,4/8,1gXXgZzrqexEhWa5Fg7VoA,51,1983,https://open.spotify.com/album/0vNBQof86Lv5gLuf26ML7o,https://p.scdn.co/mp3-preview/b89d8d0a6dd6a7af1745a5140dacf8fbc772b7bd?cid=f9d64942f5f74f3282916225d2f77630,nan,0.29,0.911,-5.667,0.0975,0.00617,0.0108,0.331,0.658,178.636,281293,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[]
Death,Spirit Crusher,['Chuck Schuldiner'],['Distortion Guitar'],Intermediate,3/8,3sSonVXqDeoEFj2lM7mpYT,51,1998,https://open.spotify.com/album/0p6DxsQOhQ5qiBnUu9G1PB,https://p.scdn.co/mp3-preview/1cc83a2cfb723a13e22ebd961796a0147628ec73?cid=f9d64942f5f74f3282916225d2f77630,nan,0.289,0.968,-4.049,0.15,4.66e-05,0.0163,0.0569,0.284,97.076,407000,,,,
Van Halen,Unchained,['Eddie Van Halen'],['Distortion Guitar'],Beginner,2/8,6fHS0zmDdDKktklfaqojaF,58,1981,https://open.spotify.com/album/4KlqAmR1tA1dERWo7MHhzO,https://p.scdn.co/mp3-preview/0625f58c52c4a2625937d6953da4fe84ad6d8aa2?cid=f9d64942f5f74f3282916225d2f77630,nan,0.528,0.875,-5.912,0.0436,0.0145,0.0,0.138,0.479,136.83,209206,"['DavidLeeRoth', 'SammyHagar', 'GaryCherone']",['MichaelAnthony'],['AlexVanHalen'],[]
